date, pm25, pm10, o3, no2, so2, co
2019/11/25,28.00 ,15.00 , ,18, , 
2019/11/26,27.00 ,11.00 , ,14, , 
2019/11/27,24.00 ,10.00 , ,13, , 
2019/11/28,20.00 ,17.00 , ,26, , 
2019/11/29,42.00 ,23.00 , ,28, , 
2019/11/30,59.00 ,24.00 , ,27, , 
2019/12/1,65.00 ,30.00 , ,35, , 
2019/12/2,70.00 ,28.00 , ,30, , 
2019/12/3,57.00 ,17.00 , ,27, , 
2019/12/4,49.00 ,8.00 , ,6, , 
2019/12/5,21.00 ,20.00 , ,27, , 
2019/12/6,55.00 ,18.00 , ,28, , 
2019/12/7,44.00 ,15.00 , ,20, , 
2019/12/8,34.00 ,23.00 , ,28, , 
2019/12/9,41.00 ,20.00 , ,29, , 
2019/12/10,33.00 ,14.00 , ,14, , 
2019/12/11,32.00 ,13.00 , ,10, , 
2019/12/12,24.00 ,14.00 , ,21, , 
2019/12/13,35.00 ,6.00 , ,5, , 
2019/12/14,17.00 ,12.00 , ,12, , 
2019/12/15,37.00 ,9.00 , ,16, , 
2019/12/16,33.00 ,14.00 , ,15, , 
2019/12/17,29.00 ,21.00 , ,23, , 
2019/12/18,37.00 ,30.00 , ,27, , 
2019/12/19,47.00 ,16.00 , ,23, , 
2019/12/20,33.00 ,11.00 , ,13, , 
2019/12/21,31.00 ,12.00 , ,15, , 
2019/12/22,40.00 ,12.00 , ,16, , 
2019/12/23,31.00 ,9.00 , ,11, , 
2019/12/24,28.00 ,11.00 , ,15, , 
2019/12/25,40.00 ,14.00 , ,21, , 
2019/12/26,50.00 ,11.00 , ,16, , 
2019/12/27,35.00 ,4.00 , ,2, , 
2019/12/28,17.00 ,10.00 , ,8, , 
2019/12/29,28.00 , , , , , 
2019/7/1,18.00 ,10.00 , ,10, , 
2019/7/2,20.00 ,10.00 , ,7, , 
2019/7/3,18.00 ,10.00 , ,8, , 
2019/7/4,19.00 ,10.00 , ,9, , 
2019/7/5,20.00 ,11.00 , ,10, , 
2019/7/6,24.00 ,9.00 , ,8, , 
2019/7/7,25.00 ,10.00 , ,12, , 
2019/7/8,23.00 ,15.00 , ,14, , 
2019/7/9,28.00 ,16.00 , ,12, , 
2019/7/10,31.00 ,15.00 , ,8, , 
2019/7/11,33.00 ,11.00 , ,6, , 
2019/7/12,27.00 ,12.00 , ,4, , 
2019/7/13,34.00 ,15.00 , ,3, , 
2019/7/14,40.00 ,13.00 , ,8, , 
2019/7/15,25.00 ,9.00 , ,11, , 
2019/7/16,20.00 ,11.00 , ,5, , 
2019/7/17,25.00 ,12.00 , ,1, , 
2019/7/18,26.00 ,17.00 , ,17, , 
2019/7/19,41.00 ,10.00 , ,5, , 
2019/7/20,27.00 ,8.00 , ,6, , 
2019/7/21,26.00 ,7.00 , ,4, , 
2019/7/22,21.00 ,7.00 , ,4, , 
2019/7/23,22.00 ,12.00 , ,4, , 
2019/7/24,32.00 ,14.00 , ,7, , 
2019/7/25,35.00 ,20.00 , ,16, , 
2019/7/26,44.00 ,14.00 , ,12, , 
2019/7/27,37.00 ,16.00 , ,12, , 
2019/7/28,41.00 ,19.00 , ,14, , 
2019/7/29,47.00 ,12.00 , ,11, , 
2019/7/30,24.00 ,11.00 , ,14, , 
2019/7/31,22.00 ,10.00 , ,9, , 
2019/8/1,23.00 ,13.00 , ,10, , 
2019/8/2,27.00 ,15.00 , ,8, , 
2019/8/3,35.00 ,13.00 , ,3, , 
2019/8/4,27.00 ,10.00 , ,2, , 
2019/8/5,21.00 ,15.00 , ,12, , 
2019/8/6,32.00 ,11.00 , ,4, , 
2019/8/7,24.00 ,11.00 , ,3, , 
2019/8/8,25.00 ,14.00 , ,7, , 
2019/8/9,30.00 ,12.00 , ,12, , 
2019/8/10,26.00 ,13.00 , ,2, , 
2019/8/11,26.00 ,9.00 , ,1, , 
2019/8/12,22.00 ,7.00 , ,4, , 
2019/8/13,15.00 ,9.00 , ,8, , 
2019/8/14,20.00 ,14.00 , ,12, , 
2019/8/15,29.00 ,14.00 , ,12, , 
2019/8/16,30.00 ,10.00 , ,3, , 
2019/8/17,24.00 ,13.00 , ,4, , 
2019/8/18,29.00 ,13.00 , ,4, , 
2019/8/19,28.00 ,11.00 , ,2, , 
2019/8/20,26.00 , , ,6, , 
2019/8/26,45.00 ,34.00 , ,25, , 
2019/8/27,56.00 ,31.00 , ,24, , 
2019/8/28,56.00 ,15.00 , ,12, , 
2019/8/29,46.00 ,15.00 , ,4, , 
2019/8/30,41.00 ,18.00 , ,4, , 
2019/8/31,47.00 ,13.00 , ,7, , 
2019/9/1,41.00 ,13.00 , ,10, , 
2019/9/2,31.00 ,12.00 , ,13, , 
2019/9/3,32.00 ,14.00 , ,16, , 
2019/9/4,31.00 ,11.00 , ,11, , 
2019/9/5,32.00 ,13.00 , ,9, , 
2019/9/6,29.00 ,9.00 , ,14, , 
2019/9/7,33.00 ,9.00 , ,9, , 
2019/9/8,27.00 ,14.00 , ,14, , 
2019/9/9,30.00 ,16.00 , ,14, , 
2019/9/10,36.00 ,15.00 , ,6, , 
2019/9/11,37.00 ,9.00 , ,6, , 
2019/9/12,26.00 ,9.00 , ,7, , 
2019/9/13,25.00 ,9.00 , ,5, , 
2019/9/14,21.00 ,7.00 , , , , 
2019/9/15,19.00 ,10.00 , ,8, , 
2019/9/16,25.00 ,16.00 , ,18, , 
2019/9/17,29.00 ,17.00 , ,19, , 
2019/9/18,30.00 ,19.00 , ,18, , 
2019/9/19,31.00 ,15.00 , ,18, , 
2019/9/20,32.00 ,20.00 , ,20, , 
2019/9/21,37.00 ,12.00 , ,10, , 
2019/9/22,34.00 ,13.00 , ,16, , 
2019/9/23,28.00 ,22.00 , ,20, , 
2019/9/24,35.00 ,17.00 , ,17, , 
2019/9/25,32.00 ,17.00 , ,16, , 
2019/9/26,35.00 ,10.00 , ,15, , 
2019/9/27,32.00 ,11.00 , ,19, , 
2019/9/28,35.00 ,11.00 , ,12, , 
2019/9/29,30.00 ,8.00 , ,13, , 
2019/9/30,23.00 ,2.00 , , , , 
2019/4/1,26.00 ,31.00 , ,11, , 
2019/4/2,30.00 ,51.00 , ,24, , 
2019/4/3,46.00 ,58.00 , ,26, , 
2019/4/4,61.00 ,39.00 , ,14, , 
2019/4/5,53.00 ,28.00 , ,11, , 
2019/4/6,43.00 ,26.00 , ,9, , 
2019/4/7,35.00 ,38.00 , ,16, , 
2019/4/8,29.00 ,40.00 , ,19, , 
2019/4/9,26.00 ,34.00 , ,17, , 
2019/4/10,32.00 ,29.00 , ,13, , 
2019/4/11,27.00 ,41.00 , ,24, , 
2019/4/12,42.00 ,31.00 , ,19, , 
2019/4/13,37.00 ,29.00 , ,16, , 
2019/4/14,38.00 ,33.00 , ,21, , 
2019/4/15,36.00 ,40.00 , ,25, , 
2019/4/16,41.00 ,30.00 , ,17, , 
2019/4/17,42.00 ,27.00 , ,17, , 
2019/4/18,44.00 ,23.00 , ,15, , 
2019/4/19,38.00 ,21.00 , ,12, , 
2019/4/20,37.00 ,21.00 , ,9, , 
2019/4/21,41.00 ,30.00 , ,10, , 
2019/4/22,48.00 ,37.00 , ,18, , 
2019/4/23,49.00 ,54.00 , ,20, , 
2019/4/24,71.00 ,59.00 , ,25, , 
2019/4/25,73.00 ,49.00 , ,23, , 
2019/4/26,72.00 ,38.00 , ,16, , 
2019/4/27,66.00 ,31.00 , ,16, , 
2019/4/28,60.00 ,34.00 , ,16, , 
2019/4/29,57.00 ,35.00 , ,25, , 
2019/4/30,51.00 ,17.00 , ,11, , 
2019/5/1,35.00 ,20.00 , ,14, , 
2019/5/2,25.00 ,16.00 , ,13, , 
2019/5/3,25.00 ,14.00 , ,10, , 
2019/5/4,27.00 ,14.00 , ,10, , 
2019/5/5,26.00 ,19.00 , ,17, , 
2019/5/6,25.00 ,20.00 , ,11, , 
2019/5/7,30.00 ,17.00 , ,13, , 
2019/5/8,37.00 ,18.00 , ,23, , 
2019/5/9,42.00 ,17.00 , ,26, , 
2019/5/10,46.00 ,11.00 , ,9, , 
2019/5/11,31.00 ,14.00 , ,9, , 
2019/5/12,28.00 ,15.00 , ,11, , 
2019/5/13,28.00 ,14.00 , ,8, , 
2019/5/14,29.00 ,19.00 , ,13, , 
2019/5/15,40.00 ,27.00 , ,23, , 
2019/5/16,40.00 ,19.00 , ,12, , 
2019/5/17,30.00 ,15.00 , ,11, , 
2019/5/18,36.00 ,14.00 , ,11, , 
2019/5/19,38.00 ,20.00 , ,18, , 
2019/5/20,41.00 ,27.00 , ,19, , 
2019/5/21,54.00 ,22.00 , ,11, , 
2019/5/22,54.00 ,10.00 , ,1, , 
2019/5/23,26.00 ,12.00 , ,19, , 
2019/5/24,29.00 ,9.00 , ,7, , 
2019/5/25,25.00 ,12.00 , ,8, , 
2019/5/26,23.00 ,12.00 , ,7, , 
2019/5/27,28.00 ,14.00 , ,11, , 
2019/5/28,31.00 ,10.00 , ,6, , 
2019/5/29,26.00 ,9.00 , ,3, , 
2019/5/30,22.00 ,13.00 , ,5, , 
2019/5/31,28.00 ,11.00 , ,6, , 
2019/6/1,29.00 ,11.00 , ,7, , 
2019/6/2,27.00 ,16.00 , ,9, , 
2019/6/3,39.00 ,17.00 , ,4, , 
2019/6/4,41.00 ,25.00 , ,22, , 
2019/6/5,46.00 ,26.00 , ,19, , 
2019/6/6,51.00 ,13.00 , ,9, , 
2019/6/7,39.00 ,13.00 , ,9, , 
2019/6/8,34.00 ,10.00 , ,3, , 
2019/6/9,25.00 ,10.00 , ,3, , 
2019/6/10,28.00 ,20.00 , ,18, , 
2019/6/11,37.00 ,9.00 , ,13, , 
2019/6/12,20.00 ,11.00 , ,16, , 
2019/6/13,31.00 ,16.00 , ,18, , 
2019/6/14,36.00 ,15.00 , ,15, , 
2019/6/15,36.00 ,15.00 , ,9, , 
2019/6/16,39.00 ,15.00 , ,2, , 
2019/6/17,34.00 ,14.00 , ,2, , 
2019/6/18,33.00 ,17.00 , ,10, , 
2019/6/19,38.00 ,10.00 , ,7, , 
2019/6/20,28.00 ,7.00 , ,2, , 
2019/6/21,20.00 ,8.00 , ,5, , 
2019/6/22,20.00 ,15.00 , ,9, , 
2019/6/23,30.00 ,16.00 , ,13, , 
2019/6/24,31.00 ,29.00 , ,20, , 
2019/6/25,38.00 ,13.00 , ,12, , 
2019/6/26,30.00 ,11.00 , ,12, , 
2019/6/27,23.00 ,15.00 , ,10, , 
2019/6/28,28.00 ,14.00 , ,8, , 
2019/6/29,30.00 ,15.00 , ,3, , 
2019/6/30,33.00 ,6.00 , ,2, , 
2019/1/30,54.00 ,23.00 , ,29, , 
2019/1/31,39.00 ,11.00 , ,19, , 
2019/2/1,38.00 ,16.00 , ,13, , 
2019/2/2,31.00 ,12.00 , ,11, , 
2019/2/3,40.00 ,17.00 , ,16, , 
2019/2/4,48.00 ,16.00 , ,26, , 
2019/2/5,44.00 ,29.00 , ,28, , 
2019/2/6,48.00 ,20.00 , ,34, , 
2019/2/7,37.00 ,22.00 , ,25, , 
2019/2/8,39.00 ,22.00 , ,22, , 
2019/2/9,43.00 ,15.00 , ,12, , 
2019/2/10,44.00 ,15.00 , ,13, , 
2019/2/11,45.00 ,30.00 , ,21, , 
2019/2/12,43.00 ,37.00 , ,30, , 
2019/2/13,53.00 ,31.00 , ,30, , 
2019/2/14,56.00 ,24.00 , ,37, , 
2019/2/15,50.00 ,17.00 , ,19, , 
2019/2/16,60.00 ,21.00 , ,22, , 
2019/2/17,51.00 ,22.00 , ,23, , 
2019/2/18,50.00 ,16.00 , ,9, , 
2019/2/19,41.00 ,23.00 , ,18, , 
2019/2/20,46.00 ,32.00 , ,33, , 
2019/2/21,40.00 ,16.00 , ,25, , 
2019/2/22,30.00 ,8.00 , ,4, , 
2019/2/23,34.00 ,9.00 , ,10, , 
2019/2/24,42.00 ,10.00 , ,13, , 
2019/2/25,52.00 ,33.00 , ,31, , 
2019/2/26,51.00 ,47.00 , ,35, , 
2019/2/27,44.00 ,23.00 , ,21, , 
2019/2/28,56.00 ,45.00 , ,33, , 
2019/3/1,43.00 ,52.00 , ,28, , 
2019/3/2,42.00 ,40.00 , ,22, , 
2019/3/3,31.00 ,16.00 , ,17, , 
2019/3/4,27.00 ,16.00 , ,16, , 
2019/3/5,35.00 ,21.00 , ,18, , 
2019/3/6,31.00 ,16.00 , ,15, , 
2019/3/7,26.00 ,17.00 , ,23, , 
2019/3/8,27.00 ,16.00 , ,15, , 
2019/3/9,30.00 ,22.00 , ,18, , 
2019/3/10,28.00 ,23.00 , ,12, , 
2019/3/11,37.00 ,46.00 , ,23, , 
2019/3/12,30.00 ,47.00 , ,28, , 
2019/3/13,28.00 ,11.00 , ,20, , 
2019/3/14,37.00 ,14.00 , ,25, , 
2019/3/15,32.00 ,11.00 , ,20, , 
2019/3/16,32.00 ,8.00 , ,12, , 
2019/3/17,24.00 ,12.00 , ,11, , 
2019/3/18,35.00 ,30.00 , ,17, , 
2019/3/19,29.00 ,24.00 , ,14, , 
2019/3/20,29.00 ,19.00 , ,11, , 
2019/3/21,34.00 ,30.00 , ,11, , 
2019/3/22,27.00 ,25.00 , ,12, , 
2019/3/23,22.00 ,8.00 , , , , 
2019/3/24,25.00 ,15.00 , ,5, , 
2019/3/25,34.00 ,42.00 , ,16, , 
2019/3/26,29.00 ,35.00 , ,15, , 
2019/3/27,40.00 ,40.00 , ,26, , 
2019/3/28,30.00 ,24.00 , ,16, , 
2019/3/29,21.00 ,11.00 , ,1, , 
2019/3/30,24.00 ,13.00 , ,8, , 
2019/3/31,26.00 ,25.00 , ,9, , 
2018/10/1,36.00 ,14.00 , ,26, , 
2018/10/2,31.00 ,17.00 , ,20, , 
2018/10/3,30.00 ,16.00 , ,17, , 
2018/10/4,24.00 ,13.00 , ,8, , 
2018/10/5,27.00 ,19.00 , ,18, , 
2018/10/6,37.00 ,10.00 , ,10, , 
2018/10/7,21.00 ,9.00 , ,5, , 
2018/10/8,20.00 ,14.00 , ,3, , 
2018/10/9,33.00 ,22.00 , ,10, , 
2018/10/10,43.00 ,30.00 , ,21, , 
2018/10/11,53.00 ,36.00 , ,19, , 
2018/10/12,70.00 ,22.00 , ,3, , 
2018/10/13,50.00 ,35.00 , ,4, , 
2018/10/14,74.00 ,26.00 , ,9, , 
2018/10/15,58.00 ,24.00 , ,22, , 
2018/10/16,36.00 ,18.00 , ,17, , 
2018/10/17,36.00 ,26.00 , ,22, , 
2018/10/18,33.00 ,28.00 , ,23, , 
2018/10/19,33.00 ,29.00 , ,19, , 
2018/10/20,46.00 ,19.00 , ,10, , 
2018/10/21,29.00 ,7.00 , ,4, , 
2018/10/22,14.00 ,26.00 , ,22, , 
2018/10/23,30.00 ,25.00 , ,22, , 
2018/10/24,27.00 ,39.00 , ,30, , 
2018/10/25,42.00 ,28.00 , ,24, , 
2018/10/26,31.00 ,19.00 , ,15, , 
2018/10/27,27.00 ,27.00 , ,20, , 
2018/10/28,34.00 ,24.00 , ,18, , 
2018/10/29,24.00 ,8.00 , ,10, , 
2018/10/30,13.00 ,10.00 , ,10, , 
2018/10/31,28.00 ,24.00 , ,22, , 
2018/11/1,40.00 ,20.00 , ,18, , 
2018/11/2,38.00 ,12.00 , ,9, , 
2018/11/3,31.00 ,15.00 , ,2, , 
2018/11/4,33.00 ,33.00 , ,19, , 
2018/11/5,44.00 ,28.00 , ,16, , 
2018/11/6,34.00 ,35.00 , ,18, , 
2018/11/7,44.00 ,24.00 , ,17, , 
2018/11/8,24.00 ,19.00 , ,16, , 
2018/11/13,33.00 ,18.00 , ,14, , 
2018/11/14,23.00 ,15.00 , ,7, , 
2018/11/15,33.00 ,28.00 , ,10, , 
2018/11/16,43.00 ,35.00 , ,13, , 
2018/11/17,42.00 ,48.00 , ,21, , 
2018/11/18,43.00 ,34.00 , ,17, , 
2018/11/19,24.00 ,48.00 , ,23, , 
2018/11/20,44.00 ,35.00 , ,21, , 
2018/11/21,26.00 ,45.00 , ,27, , 
2018/11/22,38.00 ,39.00 , ,26, , 
2018/11/23,36.00 ,57.00 , ,32, , 
2018/7/1,22.00 ,15.00 , ,11, , 
2018/7/2,26.00 ,23.00 , ,16, , 
2018/7/3,38.00 ,15.00 , ,9, , 
2018/7/4,21.00 ,18.00 , ,5, , 
2018/7/5,33.00 ,16.00 , ,12, , 
2018/7/6,33.00 ,11.00 , ,7, , 
2018/7/7,23.00 ,11.00 , ,4, , 
2018/7/8,19.00 ,14.00 , ,10, , 
2018/7/9,27.00 ,13.00 , ,14, , 
2018/7/10,27.00 ,18.00 , ,16, , 
2018/7/11,34.00 ,20.00 , ,14, , 
2018/7/12,38.00 ,13.00 , ,11, , 
2018/7/13,30.00 ,14.00 , ,2, , 
2018/7/14,30.00 ,15.00 , ,2, , 
2018/7/15,31.00 ,13.00 , ,5, , 
2018/7/16,31.00 ,16.00 , ,14, , 
2018/7/17,35.00 ,14.00 , ,7, , 
2018/7/18,38.00 ,13.00 , ,5, , 
2018/7/19,34.00 ,13.00 , ,3, , 
2018/7/20,28.00 ,16.00 , ,4, , 
2018/7/21,35.00 ,13.00 , ,2, , 
2018/7/22,28.00 ,14.00 , ,4, , 
2018/7/23,26.00 ,15.00 , ,3, , 
2018/7/24,33.00 ,16.00 , ,4, , 
2018/7/25,37.00 ,15.00 , ,9, , 
2018/7/26,32.00 ,19.00 , ,15, , 
2018/7/27,37.00 ,18.00 , ,9, , 
2018/7/28,41.00 ,14.00 , ,3, , 
2018/7/29,32.00 ,21.00 , ,15, , 
2018/7/30,39.00 ,21.00 , ,15, , 
2018/7/31,45.00 ,9.00 , ,4, , 
2018/8/1,22.00 ,13.00 , ,5, , 
2018/8/2,25.00 ,16.00 , ,11, , 
2018/8/3,30.00 ,9.00 , ,7, , 
2018/8/4,29.00 ,5.00 , ,2, , 
2018/8/5,14.00 ,12.00 , ,6, , 
2018/8/6,20.00 ,14.00 , ,7, , 
2018/8/7,27.00 ,24.00 , ,22, , 
2018/8/8,48.00 ,14.00 , ,2, , 
2018/8/9,30.00 ,12.00 , ,12, , 
2018/8/10,26.00 ,7.00 , ,4, , 
2018/8/11,33.00 ,8.00 , ,10, , 
2018/8/12,32.00 ,16.00 , ,12, , 
2018/8/13,27.00 ,24.00 , ,12, , 
2018/8/14,30.00 ,13.00 , ,9, , 
2018/8/15,26.00 ,13.00 , ,1, , 
2018/8/16,31.00 ,7.00 , ,3, , 
2018/8/17,23.00 ,9.00 , ,2, , 
2018/8/18,20.00 ,9.00 , ,3, , 
2018/8/19,21.00 ,14.00 , ,18, , 
2018/8/20,29.00 ,14.00 , ,11, , 
2018/8/21,26.00 ,14.00 , ,4, , 
2018/8/22,26.00 ,10.00 , ,10, , 
2018/8/23,17.00 ,8.00 , ,3, , 
2018/8/24,15.00 ,9.00 , ,8, , 
2018/8/25,17.00 ,10.00 , ,8, , 
2018/8/26,21.00 ,19.00 , ,19, , 
2018/8/27,33.00 ,12.00 , ,12, , 
2018/8/28,30.00 ,15.00 , ,13, , 
2018/8/29,28.00 ,10.00 , ,11, , 
2018/8/30,28.00 ,11.00 , ,14, , 
2018/8/31,23.00 ,11.00 , ,9, , 
2018/9/1,22.00 ,12.00 , ,7, , 
2018/9/2,27.00 ,13.00 , ,11, , 
2018/9/3,29.00 ,21.00 , ,20, , 
2018/9/4,43.00 ,19.00 , ,15, , 
2018/9/5,40.00 ,15.00 , ,17, , 
2018/9/6,33.00 ,14.00 , ,12, , 
2018/9/7,26.00 ,12.00 , ,11, , 
2018/9/8,27.00 ,11.00 , ,7, , 
2018/9/9,24.00 ,8.00 , ,1, , 
2018/9/10,18.00 ,8.00 , ,9, , 
2018/9/11,19.00 ,9.00 , ,7, , 
2018/9/12,19.00 ,9.00 , ,4, , 
2018/9/13,19.00 ,17.00 , ,5, , 
2018/9/14,22.00 ,9.00 , ,8, , 
2018/9/15,21.00 ,10.00 , ,12, , 
2018/9/16,20.00 ,11.00 , ,7, , 
2018/9/17,25.00 ,18.00 , ,6, , 
2018/9/18,38.00 ,16.00 , ,3, , 
2018/9/19,39.00 ,13.00 , ,1, , 
2018/9/20,31.00 ,15.00 , ,9, , 
2018/9/21,25.00 ,5.00 , , , , 
2018/9/22,19.00 ,10.00 , ,13, , 
2018/9/23,22.00 ,17.00 , ,24, , 
2018/9/24,29.00 ,153.00 , ,14, , 
2018/9/25,46.00 ,11.00 , ,3, , 
2018/9/26,18.00 ,13.00 , ,14, , 
2018/9/27,27.00 ,21.00 , ,24, , 
2018/9/28,35.00 ,10.00 , ,7, , 
2018/9/29,23.00 ,8.00 , ,7, , 
2018/9/30,20.00 ,24.00 , ,27, , 
2018/4/1,30.00 ,29.00 ,25,10, , 
2018/4/2,26.00 ,53.00 ,21,18, , 
2018/4/3,34.00 ,16.00 ,19,12, , 
2018/4/4,27.00 ,15.00 ,17,16, , 
2018/4/5,24.00 ,30.00 ,23,11, , 
2018/4/6,30.00 ,33.00 ,17,9,1, 
2018/4/7,34.00 ,37.00 ,15,16, , 
2018/4/8,51.00 ,15.00 ,19,15, , 
2018/4/9,33.00 ,56.00 ,24,15, , 
2018/4/10,37.00 ,85.00 ,22,21, , 
2018/4/11,44.00 ,66.00 ,13,23, , 
2018/4/12,43.00 ,42.00 , ,18, , 
2018/4/13,31.00 ,39.00 , ,17, , 
2018/4/16,71.00 ,17.00 , ,10, , 
2018/4/17,38.00 ,23.00 , ,10, , 
2018/4/18,36.00 ,24.00 , ,10, , 
2018/4/19,34.00 ,18.00 , ,14, , 
2018/4/20,29.00 ,19.00 , ,12, , 
2018/4/21,20.00 ,16.00 , ,9, , 
2018/4/22,20.00 ,20.00 , ,16, , 
2018/4/23,29.00 ,15.00 , ,12, , 
2018/4/24,22.00 ,20.00 , ,14, , 
2018/4/25,20.00 ,20.00 , ,11, , 
2018/4/26,25.00 ,15.00 , ,6, , 
2018/4/27,27.00 ,15.00 , ,9, , 
2018/4/28,27.00 ,16.00 , ,10, , 
2018/4/29,25.00 ,35.00 , ,19, , 
2018/4/30,28.00 ,9.00 , ,11, , 
2018/5/1,19.00 ,14.00 , ,7, , 
2018/5/2,31.00 ,19.00 , ,17, , 
2018/5/3,33.00 ,18.00 , ,13, , 
2018/5/4,29.00 ,16.00 , ,5, , 
2018/5/5,37.00 ,16.00 , ,4, , 
2018/5/6,36.00 ,22.00 , ,12, , 
2018/5/7,36.00 ,24.00 , ,14, , 
2018/5/8,40.00 ,31.00 , ,16, , 
2018/5/9,40.00 ,31.00 , ,14, , 
2018/5/10,41.00 ,18.00 , ,13, , 
2018/5/11,43.00 ,11.00 , ,11, , 
2018/5/12,21.00 ,23.00 , ,17, , 
2018/5/13,42.00 ,36.00 , ,21, , 
2018/5/14,52.00 ,34.00 , ,24, , 
2018/5/15,45.00 ,33.00 , ,20, , 
2018/5/16,45.00 ,13.00 , ,8, , 
2018/5/17,23.00 ,18.00 , ,15, , 
2018/5/18,28.00 ,17.00 , ,9, , 
2018/5/19,30.00 ,20.00 , ,5, , 
2018/5/20,34.00 ,18.00 , ,8, , 
2018/5/21,39.00 ,23.00 , ,18, , 
2018/5/22,34.00 ,27.00 , ,16, , 
2018/5/23,43.00 ,26.00 , ,16, , 
2018/5/24,41.00 ,28.00 , ,21, , 
2018/5/25,45.00 ,28.00 , ,20, , 
2018/5/26,42.00 ,24.00 , ,14, , 
2018/5/27,40.00 ,22.00 , ,17, , 
2018/5/28,30.00 ,25.00 , ,16, , 
2018/5/29,41.00 ,29.00 , ,23, , 
2018/5/30,46.00 ,28.00 , ,15, , 
2018/5/31,44.00 ,24.00 , ,16, , 
2018/6/1,32.00 ,23.00 , ,14, , 
2018/6/2,41.00 ,24.00 , ,10, , 
2018/6/3,46.00 ,17.00 , ,16, , 
2018/6/4,24.00 ,14.00 , ,9, , 
2018/6/5,17.00 ,16.00 , ,7, , 
2018/6/6,21.00 ,21.00 , ,8, , 
2018/6/7,30.00 ,16.00 , ,10, , 
2018/6/8,27.00 ,18.00 , ,4, , 
2018/6/9,40.00 ,19.00 , ,6, , 
2018/6/10,41.00 ,16.00 , ,12, , 
2018/6/11,25.00 ,14.00 , ,10, , 
2018/6/12,20.00 ,18.00 , ,16, , 
2018/6/13,30.00 ,16.00 , ,3, , 
2018/6/14,27.00 ,12.00 , ,1, , 
2018/6/15,25.00 ,10.00 , ,1, , 
2018/6/16,24.00 ,12.00 , ,13, , 
2018/6/17,30.00 ,9.00 , ,3, , 
2018/6/18,24.00 ,9.00 , ,1, , 
2018/6/19,18.00 ,7.00 , ,1, , 
2018/6/20,18.00 ,18.00 , ,17, , 
2018/6/21,25.00 ,15.00 , ,15, , 
2018/6/22,21.00 ,12.00 , ,7, , 
2018/6/23,25.00 ,14.00 , ,12, , 
2018/6/24,27.00 ,14.00 , ,15, , 
2018/6/25,26.00 ,18.00 , ,11, , 
2018/6/26,32.00 ,20.00 , ,11, , 
2018/6/27,28.00 ,16.00 , ,11, , 
2018/6/28,26.00 ,12.00 , ,14, , 
2018/6/29,14.00 ,10.00 , ,7, , 
2018/6/30,16.00 ,15.00 , ,12, , 
2018/1/1,70.00 ,12.00 ,16,16, , 
2018/1/2,38.00 ,12.00 ,16,11, , 
2018/1/3,20.00 ,8.00 ,17,8, , 
2018/1/4,20.00 ,19.00 ,15,10, , 
2018/1/5,24.00 ,36.00 ,21,15, , 
2018/1/6,41.00 ,33.00 ,16,21, , 
2018/1/7,52.00 ,23.00 ,9,28, , 
2018/1/8,55.00 ,14.00 ,9,19, , 
2018/1/9,44.00 ,22.00 ,13,25, , 
2018/1/10,41.00 ,26.00 ,16,19, , 
2018/1/11,36.00 ,13.00 ,14,16, , 
2018/1/12,32.00 ,9.00 ,17,12, , 
2018/1/13,25.00 ,8.00 ,18,6, , 
2018/1/14,29.00 ,17.00 ,17,7, , 
2018/1/15,47.00 ,17.00 ,14,13, , 
2018/1/16,33.00 ,22.00 ,14,22, , 
2018/1/17,39.00 ,16.00 ,13,14, , 
2018/1/18,49.00 ,19.00 ,13,16, , 
2018/1/19,50.00 ,12.00 ,17,10, , 
2018/1/20,33.00 ,17.00 ,19,16, , 
2018/1/21,41.00 ,14.00 ,13,18, , 
2018/1/22,41.00 ,13.00 ,16,11, , 
2018/1/23,27.00 ,10.00 ,24,10, , 
2018/1/24,21.00 ,13.00 ,22,8, , 
2018/1/25,32.00 ,11.00 ,13,16, , 
2018/1/26,28.00 ,11.00 ,16,15, , 
2018/1/27,37.00 ,13.00 ,12,15, , 
2018/1/28,22.00 ,13.00 ,10,15, , 
2018/1/29,28.00 ,23.00 ,8,19, , 
2018/1/30,45.00 ,15.00 ,16,13, , 
2018/1/31,25.00 ,14.00 ,16,17, , 
2018/2/1,28.00 ,32.00 ,18,14, , 
2018/2/2,37.00 ,26.00 ,18,7, , 
2018/2/3,42.00 ,37.00 ,21,12, , 
2018/2/4,47.00 ,36.00 ,7,17, , 
2018/2/5,50.00 ,32.00 ,7,15, , 
2018/2/6,49.00 ,36.00 ,7,16, , 
2018/2/7,52.00 ,28.00 ,9,19, , 
2018/2/8,54.00 ,16.00 ,18,3, , 
2018/2/9,44.00 ,18.00 ,20,4, , 
2018/2/10,56.00 ,23.00 ,17,8, , 
2018/2/11,58.00 ,11.00 ,16,6, , 
2018/2/12,22.00 ,17.00 ,11,21, , 
2018/2/13,44.00 ,19.00 ,14,8, , 
2018/2/14,47.00 ,13.00 ,21,8, , 
2018/2/15,36.00 ,25.00 ,18,19, , 
2018/2/16,54.00 ,17.00 ,10,16, , 
2018/2/17,55.00 ,22.00 ,11,16, , 
2018/2/18,51.00 ,13.00 ,19,13, , 
2018/2/19,34.00 ,20.00 ,19,11, , 
2018/2/20,37.00 ,13.00 ,15,8, , 
2018/2/21,39.00 ,19.00 ,17,15, , 
