date, pm25, pm10, o3, no2, so2, co
2018/2/22,38.00 ,27.00 ,10,14, , 
2018/2/23,46.00 ,10.00 ,18,2, , 
2018/2/24,26.00 ,24.00 ,21,12, , 
2018/2/25,35.00 ,36.00 ,17,21, , 
2018/2/26,39.00 ,32.00 ,22,8, , 
2018/2/27,35.00 ,37.00 ,17,10, , 
2018/2/28,43.00 ,43.00 ,17,14, , 
2018/3/1,36.00 ,54.00 ,21,21, , 
2018/3/2,41.00 ,39.00 ,20,14, , 
2018/3/3,33.00 ,33.00 ,17,11, , 
2018/3/4,34.00 ,16.00 ,20,15, , 
2018/3/5,29.00 ,16.00 ,20,16, , 
2018/3/6,44.00 ,28.00 ,20,17, , 
2018/3/7,75.00 ,26.00 ,20,16, , 
2018/3/8,61.00 ,41.00 ,18,18, , 
2018/3/9,58.00 ,26.00 ,17,12, , 
2018/3/10,56.00 ,21.00 ,20,9, , 
2018/3/11,49.00 ,25.00 ,19,17, , 
2018/3/12,35.00 ,31.00 ,21,13, , 
2018/3/13,30.00 ,33.00 ,16,21, , 
2018/3/14,39.00 ,40.00 ,19,18, , 
2018/3/15,37.00 ,34.00 ,19,13, , 
2018/3/16,31.00 ,30.00 ,18,13, , 
2018/3/17,33.00 ,43.00 ,18,21, , 
2018/3/18,43.00 ,34.00 ,20,20, , 
2018/3/19,38.00 ,36.00 ,20,15, , 
2018/3/20,31.00 ,24.00 ,20,12, , 
2018/3/21,24.00 ,8.00 ,17,7, , 
2018/3/22,21.00 ,3.00 ,18,2, , 
2018/3/23,11.00 ,11.00 ,15,7, , 
2018/3/24,28.00 ,11.00 ,15,9, , 
2018/3/25,26.00 ,24.00 ,21,14, , 
2018/3/26,32.00 ,36.00 ,19,14, , 
2018/3/27,31.00 ,31.00 ,19,13, , 
2018/3/28,28.00 ,28.00 ,23,11, , 
2018/3/29,27.00 ,25.00 ,23,10, , 
2018/3/30,25.00 ,21.00 ,24,8, , 
2018/3/31,24.00 ,29.00 ,26,10, , 
2017/10/1,48.00 ,10.00 ,18,2, , 
2017/10/2,21.00 ,6.00 ,22,2, , 
2017/10/3,16.00 ,10.00 ,19,11, , 
2017/10/4,23.00 ,19.00 ,16,15, , 
2017/10/5,34.00 ,21.00 ,20,17, , 
2017/10/6,42.00 ,14.00 ,24,11, , 
2017/10/7,28.00 ,14.00 ,22,11, , 
2017/10/8,26.00 ,20.00 ,17,17, , 
2017/10/9,30.00 ,20.00 ,14,15, , 
2017/10/10,31.00 ,17.00 ,16,16, , 
2017/10/11,37.00 ,16.00 ,17,15, , 
2017/10/12,31.00 ,23.00 ,17,13, , 
2017/10/13,32.00 ,11.00 ,22,7, , 
2017/10/14,33.00 ,19.00 ,18,9, , 
2017/10/15,37.00 ,22.00 ,16,13, , 
2017/10/16,41.00 ,12.00 ,16,8, , 
2017/10/17,21.00 ,28.00 ,17,16, , 
2017/10/18,41.00 ,35.00 ,11,18, , 
2017/10/19,40.00 ,17.00 ,16,11, , 
2017/10/20,31.00 ,10.00 ,18,6, , 
2017/10/21,24.00 ,8.00 ,19,6, , 
2017/10/22,27.00 ,18.00 ,18,12, , 
2017/10/23,31.00 ,11.00 ,19,14, , 
2017/10/24,25.00 ,15.00 ,15,12, , 
2017/10/25,28.00 ,25.00 ,13,13, , 
2017/10/26,32.00 ,25.00 ,16,15, , 
2017/10/27,29.00 ,21.00 ,21,11, , 
2017/10/28,26.00 ,17.00 ,24,6, , 
2017/10/29,22.00 ,45.00 ,16,24, , 
2017/10/30,38.00 ,51.00 ,14,23, , 
2017/10/31,52.00 ,38.00 ,13,16, , 
2017/11/1,48.00 ,46.00 ,17,18, , 
2017/11/2,51.00 ,58.00 ,12,22, , 
2017/11/3,48.00 ,30.00 ,14,14, , 
2017/11/4,41.00 ,19.00 ,15,15, , 
2017/11/5,42.00 ,34.00 ,18,17, , 
2017/11/6,42.00 ,39.00 ,12,18, , 
2017/11/7,46.00 ,14.00 ,20,7, , 
2017/11/8,25.00 ,7.00 ,18,1, , 
2017/11/9,16.00 ,35.00 ,16,19, , 
2017/11/10,36.00 ,20.00 ,14,18, , 
2017/11/11,41.00 ,22.00 ,16,18, , 
2017/11/12,55.00 ,31.00 ,17,27, , 
2017/11/13,47.00 ,25.00 ,11,22, , 
2017/11/14,51.00 ,21.00 ,13,25, , 
2017/11/15,58.00 ,19.00 ,14,23, , 
2017/11/16,40.00 ,4.00 ,24,2, , 
2017/11/17,14.00 ,12.00 ,13,19, , 
2017/11/18,34.00 ,25.00 ,20,17, , 
2017/11/19,34.00 ,28.00 ,6,24, , 
2017/11/20,44.00 ,41.00 ,9,19, , 
2017/11/21,42.00 , , , , , 
2017/11/23,35.00 ,6.00 ,16,1, , 
2017/11/24,21.00 ,12.00 ,15,11, , 
2017/11/25,27.00 ,13.00 ,15,14, , 
2017/11/26,27.00 ,14.00 ,14,15, , 
2017/11/27,27.00 ,11.00 ,16,9, , 
2017/11/28,18.00 ,32.00 ,17,16, , 
2017/11/29,26.00 ,28.00 ,18,14, , 
2017/11/30,27.00 ,48.00 ,14,20, , 
2017/12/1,42.00 ,30.00 ,7,21, , 
2017/12/2,52.00 ,26.00 ,10,22, , 
2017/12/3,68.00 ,28.00 ,8,33, , 
2017/12/4,62.00 ,30.00 ,11,31, , 
2017/12/5,66.00 ,27.00 ,11,25, , 
2017/12/6,43.00 ,12.00 ,18,9, , 
2017/12/7,23.00 ,18.00 ,17,5, , 
2017/12/8,23.00 ,59.00 ,17,20, , 
2017/12/9,46.00 ,47.00 ,11,18, , 
2017/12/10,46.00 ,20.00 ,13,15, , 
2017/12/11,33.00 ,38.00 ,15,20, , 
2017/12/12,40.00 ,27.00 ,8,22, , 
2017/12/13,46.00 ,31.00 ,9,19, , 
2017/12/14,37.00 ,22.00 ,16,18, , 
2017/12/15,24.00 ,17.00 ,18,16, , 
2017/12/16,31.00 ,21.00 ,8,23, , 
2017/12/17,62.00 ,28.00 ,6,22, , 
2017/12/18,61.00 ,22.00 ,7,20, , 
2017/12/19,54.00 ,17.00 ,7,18, , 
2017/12/20,45.00 ,14.00 ,8,18, , 
2017/12/21,47.00 ,31.00 ,8,36, , 
2017/12/22,74.00 ,14.00 ,18,19, , 
2017/12/23,36.00 ,27.00 ,8,21, , 
2017/12/24,68.00 ,20.00 ,14,17, , 
2017/12/25,54.00 ,7.00 ,19,5, , 
2017/12/26,17.00 ,12.00 ,20,4, , 
2017/12/27,28.00 ,14.00 ,13,12, , 
2017/12/28,24.00 ,8.00 ,12,6, , 
2017/12/29,23.00 ,9.00 ,16,6, , 
2017/12/30,28.00 , , , , , 
2017/7/1,28.00 ,14.00 ,21,3, , 
2017/7/2,30.00 ,12.00 ,20,12, , 
2017/7/3,20.00 ,14.00 ,20,15, , 
2017/7/4,13.00 ,10.00 ,19,12, , 
2017/7/5,15.00 ,14.00 ,21,8, , 
2017/7/6,20.00 ,13.00 ,22,3, , 
2017/7/7,21.00 ,8.00 ,18,10, , 
2017/7/8,20.00 ,9.00 ,19,2, , 
2017/7/9,19.00 ,12.00 ,20,2, , 
2017/7/10,30.00 ,8.00 ,21,2, , 
2017/7/11,24.00 ,12.00 ,20,13, , 
2017/7/12,26.00 ,11.00 ,17,11, , 
2017/7/13,21.00 ,10.00 ,20,9, , 
2017/7/14,21.00 ,14.00 ,25,4, , 
2017/7/15,31.00 ,7.00 ,21,2, , 
2017/7/16,18.00 ,6.00 ,17,4, , 
2017/7/17,14.00 ,11.00 ,19,8, , 
2017/7/18,22.00 ,11.00 ,20,11, , 
2017/7/19,24.00 ,12.00 ,22,10, , 
2017/7/20,30.00 ,12.00 ,21,10, , 
2017/7/21,31.00 ,11.00 ,23,10, , 
2017/7/22,27.00 ,11.00 ,21,12, , 
2017/7/23,29.00 ,12.00 ,18,14, , 
2017/7/24,27.00 ,15.00 ,21,17, , 
2017/7/25,31.00 ,18.00 ,20,18, , 
2017/7/26,36.00 ,14.00 ,19,12, , 
2017/7/27,34.00 ,9.00 ,21,4, , 
2017/7/28,23.00 ,9.00 ,22,4, , 
2017/7/29,22.00 ,8.00 ,20,6,1, 
2017/7/30,21.00 ,8.00 ,20,2, , 
2017/7/31,19.00 ,10.00 ,20,2, , 
2017/8/1,25.00 ,8.00 ,21,3, , 
2017/8/2,20.00 ,12.00 ,18,12, , 
2017/8/3,23.00 ,10.00 ,18,8, , 
2017/8/4,22.00 ,9.00 ,17,7, , 
2017/8/5,22.00 ,8.00 ,15,7, , 
2017/8/6,20.00 ,10.00 ,18,7, , 
2017/8/7,22.00 ,11.00 ,19,4, , 
2017/8/8,25.00 ,14.00 ,16,12, , 
2017/8/9,34.00 ,11.00 ,19,7, , 
2017/8/10,25.00 ,15.00 ,18,5, , 
2017/8/11,25.00 ,9.00 ,19,1, , 
2017/8/12,23.00 ,8.00 ,19,5, , 
2017/8/13,22.00 ,12.00 ,21,6, , 
2017/8/14,24.00 ,16.00 ,19,8, , 
2017/8/15,30.00 ,11.00 ,21,5, , 
2017/8/16,25.00 ,13.00 ,18,5, , 
2017/8/17,24.00 ,8.00 ,20,3, , 
2017/8/18,20.00 ,9.00 ,19,1, , 
2017/8/19,22.00 ,9.00 ,20,1, , 
2017/8/20,22.00 ,15.00 ,18,11, , 
2017/8/21,29.00 ,12.00 ,21,11, , 
2017/8/22,24.00 ,14.00 ,19,7, , 
2017/8/23,22.00 ,11.00 ,16,6, , 
2017/8/24,26.00 ,12.00 ,17,10, , 
2017/8/25,29.00 ,10.00 ,20,6, , 
2017/8/26,26.00 ,14.00 ,18,9, , 
2017/8/27,32.00 ,11.00 ,19,2, , 
2017/8/28,23.00 ,12.00 ,21,1, , 
2017/8/29,28.00 ,14.00 ,19,7, , 
2017/8/30,32.00 ,19.00 ,11,13, , 
2017/8/31,37.00 ,13.00 ,15,10, , 
2017/9/1,29.00 ,13.00 ,18,9, , 
2017/9/2,26.00 ,15.00 ,18,10, , 
2017/9/3,28.00 ,12.00 ,15,10, , 
2017/9/4,23.00 ,13.00 ,13,12, , 
2017/9/5,25.00 ,6.00 , ,2, , 
2017/9/6,12.00 , , , , , 
2017/9/11,28.00 ,11.00 ,19,4, , 
2017/9/12,24.00 ,15.00 ,17,9, , 
2017/9/13,26.00 ,20.00 ,15,15, , 
2017/9/14,36.00 ,18.00 ,15,11, , 
2017/9/15,32.00 ,17.00 ,20,13, , 
2017/9/16,34.00 ,12.00 ,16,10, , 
2017/9/17,26.00 ,14.00 ,7,8, , 
2017/9/18,27.00 ,16.00 , ,13, , 
2017/9/19,29.00 ,17.00 , ,13, , 
2017/9/20,32.00 ,24.00 , ,15, , 
2017/9/21,37.00 ,23.00 , ,14, , 
2017/9/22,38.00 ,11.00 , ,8, , 
2017/9/23,30.00 ,14.00 , ,9, , 
2017/9/24,36.00 ,21.00 , ,11, , 
2017/9/25,47.00 ,25.00 , ,11, , 
2017/9/26,51.00 ,27.00 , ,11, , 
2017/9/27,53.00 ,25.00 ,18,12, , 
2017/9/28,50.00 ,22.00 ,17,12, , 
2017/9/29,42.00 ,20.00 ,22,9, , 
2017/9/30,46.00 ,20.00 ,21,7, , 
2017/4/1,24.00 ,21.00 ,14,12, , 
2017/4/2,38.00 ,11.00 ,19,6, , 
2017/4/3,24.00 ,12.00 ,21,3, , 
2017/4/4,21.00 ,19.00 ,27,7, , 
2017/4/5,19.00 ,30.00 ,19,22, , 
2017/4/6,24.00 ,36.00 ,25,21, , 
2017/4/7,34.00 ,21.00 ,26,12, , 
2017/4/8,23.00 ,16.00 , ,4, , 
2017/4/9,31.00 ,19.00 ,27,6, , 
2017/4/10,33.00 ,15.00 ,28,12, , 
2017/4/11,18.00 ,14.00 ,25,11, , 
2017/4/12,19.00 ,7.00 ,23,7, , 
2017/4/13,21.00 ,13.00 ,25,10, , 
2017/4/14,26.00 ,17.00 ,26,12, , 
2017/4/15,32.00 ,19.00 ,26,11, , 
2017/4/16,33.00 ,21.00 ,28,12, , 
2017/4/17,34.00 ,29.00 ,24,19, , 
2017/4/18,35.00 ,30.00 ,26,16, , 
2017/4/19,29.00 ,19.00 ,28,12, , 
2017/4/20,22.00 ,18.00 ,28,8, , 
2017/4/21,18.00 ,22.00 , ,14, , 
2017/4/22,22.00 ,20.00 , ,17, , 
2017/4/23,20.00 ,12.00 , ,26, , 
2017/4/24,19.00 ,24.00 , ,17, , 
2017/4/25,25.00 ,31.00 , ,21, , 
2017/4/26,26.00 ,40.00 , ,28, , 
2017/4/27,32.00 ,21.00 ,23,22, , 
2017/4/28,30.00 ,17.00 ,28,11, , 
2017/4/29,32.00 ,15.00 ,27,9, , 
2017/4/30,34.00 ,14.00 ,26,9, , 
2017/5/1,33.00 ,27.00 ,30,20, , 
2017/5/2,35.00 ,31.00 ,32,20, , 
2017/5/3,30.00 ,29.00 ,30,21, , 
2017/5/4,30.00 ,30.00 ,31,23, , 
2017/5/5,33.00 ,18.00 ,28,15, , 
2017/5/6,28.00 ,14.00 ,28,10, , 
2017/5/7,26.00 ,26.00 ,26,18, , 
2017/5/8,25.00 ,22.00 ,27,21, , 
2017/5/9,21.00 ,13.00 ,24,29, , 
2017/5/10,29.00 ,20.00 ,22,30, , 
2017/5/11,29.00 ,24.00 ,22,26, , 
2017/5/12,31.00 ,16.00 ,25,16, , 
2017/5/13,30.00 ,13.00 ,22,16, , 
2017/5/14,34.00 ,16.00 ,17,15, , 
2017/5/15,38.00 ,14.00 ,24,24, , 
2017/5/16,32.00 ,8.00 ,21,12, , 
2017/5/17,27.00 ,23.00 ,24,24, , 
2017/5/18,50.00 ,21.00 ,22,16, , 
2017/5/19,51.00 ,11.00 ,22,10, , 
2017/5/20,23.00 ,14.00 ,28,6, , 
2017/5/21,29.00 ,11.00 ,25,14, , 
2017/5/22,19.00 ,12.00 ,25,11, , 
2017/5/23,21.00 ,20.00 ,24,15, , 
2017/5/24,30.00 ,13.00 ,26,10, , 
2017/5/25,20.00 ,13.00 ,29,10, , 
2017/5/26,23.00 ,17.00 ,25,8, , 
2017/5/27,33.00 ,17.00 ,22,8, , 
2017/5/28,39.00 ,18.00 ,27,10, , 
2017/5/29,39.00 ,8.00 ,25,4, , 
2017/5/30,20.00 ,20.00 ,21,17, , 
2017/5/31,33.00 ,13.00 ,24,9, , 
2017/6/1,23.00 ,14.00 ,23,12, , 
2017/6/2,23.00 ,7.00 ,19,4, , 
2017/6/3,22.00 ,14.00 ,17,11, , 
2017/6/4,36.00 ,10.00 ,24,3, , 
2017/6/5,24.00 ,18.00 ,25,11, , 
2017/6/6,37.00 ,16.00 ,25,17, , 
2017/6/7,32.00 ,17.00 ,26,17, , 
2017/6/8,30.00 ,19.00 ,20,22, , 
2017/6/9,38.00 ,12.00 ,22,5, , 
2017/6/10,30.00 ,11.00 ,21,2, , 
2017/6/11,24.00 ,13.00 ,19,5, , 
2017/6/12,25.00 ,17.00 ,22,19, , 
2017/6/13,28.00 ,14.00 ,21,12, , 
2017/6/14,26.00 ,14.00 ,23,11, , 
2017/6/15,27.00 ,19.00 ,25,21, , 
2017/6/16,42.00 ,10.00 ,23,8, , 
2017/6/17,21.00 ,10.00 ,22,6, , 
2017/6/18,23.00 ,11.00 ,24,9, , 
2017/6/19,21.00 ,10.00 ,23,9, , 
2017/6/20,16.00 ,10.00 ,23,8, , 
2017/6/21,18.00 ,13.00 ,19,11, , 
2017/6/22,24.00 ,10.00 ,19,4, , 
2017/6/23,26.00 ,6.00 ,18,2, , 
2017/6/24,15.00 ,5.00 ,19,1, , 
2017/6/25,16.00 ,13.00 ,19,14, , 
2017/6/26,25.00 ,11.00 ,22,10, , 
2017/6/27,22.00 ,16.00 ,19,17, , 
2017/6/28,27.00 ,18.00 ,20,18, , 
2017/6/29,27.00 ,16.00 ,24,15, , 
2017/6/30,27.00 ,13.00 ,23,9, , 
2017/1/2,51.00 ,34.00 ,9,45,1, 
2017/1/3,50.00 ,31.00 ,18,22, , 
2017/1/4,39.00 ,36.00 ,18,32,1, 
2017/1/5,44.00 ,17.00 ,14,28,1, 
2017/1/6,36.00 ,23.00 ,11,37,1, 
2017/1/7,51.00 ,21.00 ,10,31,1, 
2017/1/8,58.00 ,20.00 ,11,38,1, 
2017/1/9,46.00 ,5.00 ,17,6, , 
2017/1/10,13.00 ,8.00 ,20,13, , 
2017/1/11,16.00 ,20.00 ,18,27, , 
2017/1/12,30.00 ,30.00 ,15,47,1, 
2017/1/13,53.00 ,39.00 ,19,32, , 
2017/1/14,53.00 ,64.00 ,19,39,1, 
2017/1/15,55.00 ,44.00 ,9,50,1, 
2017/1/16,62.00 ,28.00 ,9,33,1, 
2017/1/17,53.00 ,14.00 ,12,28, , 
2017/1/18,42.00 ,26.00 ,11,43,1, 
2017/1/19,63.00 ,30.00 ,11,57,1, 
2017/1/20,65.00 ,23.00 ,10,37,1, 
2017/1/21,60.00 ,12.00 ,11,21,1, 
2017/1/22,33.00 ,10.00 ,13,21, , 
2017/1/23,32.00 ,18.00 ,11,33,1, 
2017/1/24,56.00 ,15.00 ,13,27,1, 
2017/1/25,47.00 ,16.00 ,12,30,1, 
2017/1/26,47.00 ,14.00 ,14,24,1, 
2017/1/27,39.00 ,15.00 ,16,16,1, 
2017/1/28,34.00 ,27.00 ,17,17,1, 
2017/1/29,64.00 ,17.00 ,18,29,1, 
2017/1/30,33.00 ,28.00 ,17,21,1, 
2017/1/31,35.00 ,15.00 ,14,11, , 
2017/2/1,40.00 ,24.00 ,17,14,1, 
2017/2/2,62.00 ,48.00 ,10,33,1, 
2017/2/3,111.00 ,19.00 ,17,18, , 
2017/2/4,52.00 ,12.00 ,20,17, , 
2017/2/5,28.00 ,26.00 ,20,27, , 
2017/2/6,38.00 ,33.00 ,22,21, , 
2017/2/7,33.00 ,32.00 ,21,20, , 
2017/2/8,33.00 ,39.00 ,23,23, , 
2017/2/9,37.00 ,12.00 ,21,21, , 
2017/2/10,32.00 ,24.00 ,20,22,1, 
2017/2/11,45.00 ,27.00 ,17,26,1, 
2017/2/12,47.00 ,29.00 ,12,30,1, 
2017/2/13,52.00 ,31.00 ,10,41,1, 
2017/2/14,67.00 ,16.00 ,11,28,1, 
2017/2/15,46.00 ,16.00 ,11,27,1, 
2017/2/16,51.00 ,14.00 ,7,21,1, 
2017/2/17,49.00 ,13.00 ,9,24, , 
2017/2/18,34.00 ,14.00 ,8,24, , 
2017/2/19,41.00 ,15.00 ,13,36,1, 
2017/2/20,36.00 ,37.00 ,15,32, , 
2017/2/21,36.00 ,20.00 ,16,34, , 
2017/2/22,31.00 ,27.00 ,18,28, , 
2017/2/23,33.00 ,50.00 , ,33, , 
2017/2/24,40.00 ,37.00 , ,25, , 
2017/2/25,28.00 ,9.00 , ,17, , 
2017/2/26,28.00 ,18.00 ,11,35, , 
2017/2/27,33.00 ,10.00 ,19,12, , 
2017/2/28,21.00 ,18.00 ,19,28, , 
2017/3/1,30.00 ,13.00 ,8,20, , 
2017/3/2,35.00 ,18.00 ,15,21, , 
2017/3/3,34.00 ,12.00 ,22,14, , 
2017/3/4,25.00 ,22.00 ,25,11, , 
2017/3/5,27.00 ,48.00 ,25,24, , 
2017/3/6,38.00 ,43.00 , ,21, , 
2017/3/7,31.00 ,23.00 ,20,15, , 
2017/3/8,26.00 ,17.00 ,15,24, , 
2017/3/9,34.00 ,40.00 ,27,33, , 
2017/3/10,38.00 ,24.00 ,16,17, , 
2017/3/11,36.00 ,7.00 ,19,3, , 
2017/3/12,24.00 ,11.00 ,15,4, , 
2017/3/13,31.00 ,17.00 ,20,13, , 
2017/3/14,30.00 ,18.00 ,26,5, , 
2017/3/15,21.00 ,36.00 ,18,20, , 
2017/3/16,33.00 ,9.00 ,26,2, , 
2017/3/17,13.00 ,45.00 ,26,26, , 
2017/3/18,34.00 ,24.00 ,22,13, , 
2017/3/19,27.00 ,13.00 ,22,7, , 
2017/3/20,19.00 ,18.00 ,17,16, , 
2017/3/21,25.00 ,43.00 ,24,22, , 
2017/3/22,41.00 ,46.00 ,24,24, , 
2017/3/23,33.00 ,33.00 ,22,19, , 
2017/3/24,29.00 ,43.00 ,23,25, , 
2017/3/25,41.00 ,39.00 ,19,19, , 
2017/3/26,38.00 ,33.00 ,21,16, , 
2017/3/27,33.00 ,41.00 ,24,20, , 
2017/3/28,31.00 ,39.00 ,25,24, , 
2017/3/29,26.00 ,51.00 ,17,27, , 
2017/3/30,33.00 ,27.00 ,15,26, , 
2017/3/31,29.00 ,14.00 ,16,10, , 
2016/10/1,28.00 ,11.00 , ,19, , 
2016/10/2,27.00 ,23.00 , ,31, , 
2016/10/3,41.00 ,22.00 , ,33, , 
2016/10/4,40.00 ,21.00 , ,30, , 
2016/10/5,34.00 ,18.00 , ,31, , 
2016/10/6,31.00 ,10.00 , ,14, , 
2016/10/7,23.00 ,8.00 , ,10, , 
2016/10/8,20.00 ,8.00 , ,7, , 
2016/10/9,21.00 ,10.00 , ,12, , 
2016/10/10,24.00 ,15.00 , ,23, , 
2016/10/11,28.00 ,18.00 , ,28, , 
2016/10/12,33.00 ,19.00 , ,29, , 
2016/10/13,36.00 ,15.00 , ,21, , 
2016/10/14,32.00 ,12.00 , ,15, , 
2016/10/15,29.00 ,13.00 , ,14, , 
2016/10/16,32.00 ,17.00 , ,28, , 
2016/10/17,37.00 ,21.00 , ,27, , 
2016/10/18,48.00 ,18.00 , ,20, , 
2016/10/19,37.00 ,19.00 , ,23, , 
2016/10/20,46.00 ,23.00 , ,19, , 
2016/10/21,55.00 ,16.00 , ,12, , 
2016/10/22,46.00 ,9.00 , ,8, , 
2016/10/23,27.00 ,13.00 , ,19, , 
2016/10/24,28.00 ,23.00 , ,24, , 
2016/10/25,37.00 ,21.00 , ,18, , 
2016/10/26,35.00 ,18.00 , ,18, , 
2016/10/27,33.00 ,17.00 , ,16, , 
2016/10/28,28.00 ,25.00 , ,24, , 
2016/10/29,36.00 ,37.00 , ,34, , 
2016/10/30,45.00 ,40.00 , ,33, , 
2016/10/31,52.00 ,17.00 , ,24, , 
2016/11/1,22.00 ,29.00 , ,23, , 
2016/11/2,32.00 ,43.00 , ,31, , 
2016/11/3,44.00 ,25.00 , ,23, , 
2016/11/4,36.00 ,10.00 , ,9, , 
2016/11/5,23.00 ,21.00 , ,10, , 
2016/11/6,28.00 ,41.00 , ,22, , 
2016/11/7,33.00 ,25.00 , ,20, , 
2016/11/8,37.00 ,13.00 , ,23, , 
2016/11/9,24.00 ,37.00 , ,31, , 
2016/11/10,33.00 ,30.00 , ,35, , 
2016/11/11,50.00 ,19.00 , ,26, , 
2016/11/12,50.00 ,31.00 , ,36, , 
2016/11/13,62.00 ,19.00 , ,28, , 
2016/11/14,38.00 ,15.00 , ,30, , 
2016/11/15,38.00 ,20.00 , ,35, , 
2016/11/16,35.00 ,11.00 , ,24, , 
2016/11/17,27.00 ,14.00 ,18,16, , 
2016/11/18,22.00 ,23.00 ,15,35,1, 
2016/11/19,44.00 ,13.00 ,18,24,1, 
2016/11/20,27.00 ,17.00 ,15,18, , 
2016/11/21,27.00 ,15.00 ,12,22,1, 
2016/11/22,25.00 ,22.00 ,16,14, , 
2016/11/23,32.00 ,71.00 ,14,47,1, 
2016/11/24,54.00 ,50.00 ,8,44,1, 
2016/11/25,55.00 ,23.00 ,16,23,1, 
2016/11/26,23.00 ,60.00 ,22,27,1, 
2016/11/27,42.00 ,66.00 ,17,45,1, 
2016/11/28,50.00 ,72.00 ,8,47,1, 
2016/11/29,65.00 ,77.00 ,9,60,1, 
2016/11/30,70.00 ,37.00 ,11,48,1, 
2016/12/1,53.00 ,73.00 ,16,52,1, 
2016/12/2,56.00 ,47.00 ,9,49,1, 
2016/12/3,65.00 ,28.00 ,9,33,1, 
2016/12/4,66.00 ,67.00 ,12,44,1, 
2016/12/5,60.00 ,40.00 ,9,47,1, 
2016/12/6,57.00 ,27.00 ,9,42,1, 
2016/12/7,48.00 ,34.00 ,10,43,1, 
2016/12/8,51.00 ,46.00 ,9,57,1, 
2016/12/9,59.00 ,21.00 ,8,29,1, 
2016/12/10,50.00 ,21.00 ,17,16, , 
2016/12/11,26.00 ,24.00 ,14,19,1, 
2016/12/12,30.00 ,23.00 ,8,32,1, 
2016/12/13,51.00 ,39.00 ,10,59,1, 
2016/12/14,76.00 ,28.00 ,9,37,1, 
2016/12/15,56.00 ,25.00 ,7,35,1, 
2016/12/16,58.00 ,7.00 ,12,13, , 
2016/12/17,22.00 ,13.00 ,9,25,1, 
2016/12/18,43.00 ,17.00 ,10,25,1, 
2016/12/19,48.00 ,12.00 ,9,21,1, 
2016/12/20,36.00 ,10.00 ,13,4, , 
2016/12/21,25.00 ,7.00 ,18,3, , 
2016/12/22,18.00 ,11.00 ,18,15, , 
2016/12/23,19.00 ,6.00 ,21,1, , 
2016/12/24,16.00 ,12.00 ,22,14, , 
2016/12/25,23.00 ,8.00 ,22,8, , 
2016/12/26,22.00 ,49.00 ,22,29, , 
2016/12/27,49.00 ,38.00 ,9,39,1, 
2016/12/28,60.00 ,15.00 ,10,23,1, 
2016/12/29,46.00 ,15.00 ,15,27, , 
2016/12/30,41.00 ,28.00 ,17,22,1, 
2016/12/31,57.00 ,46.00 ,17,30,1, 
2017/1/1,81.00 ,58.00 ,12,54,1, 
2016/7/1,28.00 ,11.00 , ,9, , 
2016/7/2,23.00 ,9.00 , ,5, , 
2016/7/3,20.00 ,12.00 , ,10, , 
2016/7/4,26.00 ,15.00 , ,14, , 
2016/7/5,27.00 ,14.00 , ,15, , 
2016/7/6,26.00 ,13.00 , ,13, , 
2016/7/7,24.00 ,11.00 , ,6, , 
2016/7/8,26.00 ,11.00 , ,6, , 
2016/7/9,24.00 ,9.00 , ,7, , 
2016/7/10,18.00 ,14.00 , ,9, , 
2016/7/11,31.00 ,11.00 , ,8, , 
2016/7/12,26.00 ,14.00 , ,13, , 
2016/7/13,29.00 ,15.00 , ,16, , 
2016/7/14,31.00 ,11.00 , ,11, , 
2016/7/15,24.00 ,8.00 , ,1, , 
2016/7/16,20.00 ,6.00 , ,3, , 
2016/7/17,14.00 ,13.00 , ,15, , 
2016/7/18,24.00 ,12.00 , ,9, , 
2016/7/19,27.00 ,15.00 , ,9, , 
2016/7/20,33.00 ,13.00 , ,10, , 
2016/7/21,28.00 ,15.00 , ,14, , 
2016/7/22,34.00 ,15.00 , ,10, , 
2016/7/23,39.00 ,15.00 , ,9, , 
2016/7/24,38.00 ,17.00 , ,14, , 
2016/7/25,40.00 ,11.00 , ,5, , 
2016/7/26,28.00 ,9.00 , ,6, , 
2016/7/27,20.00 ,9.00 , ,2, , 
2016/7/28,21.00 ,10.00 , ,9, , 
2016/7/29,22.00 ,8.00 , ,10, , 
2016/7/30,21.00 ,7.00 , ,6, , 
2016/7/31,20.00 ,9.00 , ,10, , 
2016/8/1,19.00 ,11.00 , ,11, , 
2016/8/2,23.00 ,12.00 , ,11, , 
2016/8/3,25.00 ,11.00 , ,15, , 
2016/8/4,27.00 ,15.00 , ,16, , 
2016/8/5,35.00 ,11.00 , ,11, , 
2016/8/6,27.00 ,9.00 , ,10, , 
2016/8/7,21.00 ,10.00 , ,1, , 
2016/8/8,20.00 ,6.00 , ,5, , 
2016/8/9,16.00 ,9.00 , ,11, , 
2016/8/10,23.00 ,16.00 , ,10, , 
2016/8/11,19.00 ,18.00 , ,12, , 
2016/8/12,23.00 ,6.00 , ,4, , 
2016/8/13,21.00 ,8.00 , ,7, , 
2016/8/14,20.00 ,17.00 , ,19, , 
2016/8/15,31.00 ,27.00 , ,26, , 
2016/8/16,34.00 ,20.00 , ,25, , 
2016/8/17,32.00 ,15.00 , ,20, , 
2016/8/18,28.00 ,15.00 , ,20, , 
2016/8/19,30.00 ,10.00 , ,12, , 
2016/8/20,28.00 ,13.00 , ,8, , 
